time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
122000,2025-09-03 14:09:27,48.1487705244101,11.5722434310069,0,Available with any HD 360 subscription,Available with any HD 360 subscription,1692.9574941353,0.328084,0,0,0,6,0,0,1692.9574941353,0,0,0,0,0,0,186.6, 5.9, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,168,-74.9,-15.1,76,4.058,4.062,4.06,4.057,0,0,0,114.71,1692.9574941353,0,6,P-GPS,
122100,2025-09-03 14:09:27,48.1487707475981,11.5722436924191,0,,,1692.9574941353,0.328084,0,0.103345147664,0.103345147664,6,0,0,1692.9574941353,0,0,0.103345147664,0,0,0,186.9, 6, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,168,-74.9,-15.1,76,4.058,4.062,4.06,4.057,0,0,0,114.71,1692.9574941353,0,41,Motors_Started,
122200,2025-09-03 14:09:27,48.148770972053,11.5722439560461,0,,,1692.9574941353,0.328084,0,0.20738681766,0.20738681766,6,0,0,1692.9574941353,0,0,0.20738681766,0,0,0,186.7, 5.9, -1.4,0,0,366,364,364,1684,-100,-100,-100,100,168,-74.9,-15.1,76,4.058,4.062,4.06,4.057,0,0,0,114.71,1692.9574941353,0,41,Motors_Started,
122300,2025-09-03 14:09:27,48.1487711984931,11.5722442194997,0,,,1692.9574941353,0.328084,0,0.311972779012,0.31197343518,6,0,0,1692.9574941353,0,0,0.311972779012,0,0,0,186.7, 5.9, -1.4,0,0,367,364,364,1684,-100,-100,-100,100,167.8,-74.9,-15,76,4.058,4.062,4.06,4.057,0,0,0,114.71,1692.9574941353,0,41,Motors_Started,
122400,2025-09-03 14:09:27,48.1487714262603,11.5722444838072,0,,,1692.9574941353,0.328084,0,0.41707022332,0.41707022332,6,0,0,1692.9574941353,0,0,0.41707022332,0,0,0,186.6, 5.9, -1.4,0,0,372,364,364,1684,-99,-100,-100,100,168,-74.9,-15,76,4.058,4.062,4.06,4.057,0,0,0,114.71,1692.9574941353,0,41,Motors_Started,
122500,2025-09-03 14:09:27,48.148771654586,11.5722447490583,0,,,1692.9574941353,0.328084,0,0.52246720832,0.52246720832,6,0,0,1692.9574941353,0,0,0.52246720832,0,0,0,186.6, 5.9, -1.4,0,0,368,364,364,1684,-99,-100,-100,100,167.9,-74.9,-14.9,76,4.058,4.062,4.06,4.057,0,0,0,114.71,1692.9574941353,0,41,Motors_Started,
122600,2025-09-03 14:09:27,48.1487718846689,11.5722450134492,0,,,1692.9574941353,0.328084,0,0.62824477076,0.6282480516,6,0,0,1692.9574941353,0,0,0.62824477076,0,0,0,186.7, 5.9, -1.4,0,0,365,364,364,1684,-100,-100,-100,100,167.8,-74.9,-14.9,76,4.058,4.062,4.06,4.057,0,0,0,114.71,1692.9574941353,0,41,Motors_Started,
122700,2025-09-03 14:09:27,48.1487721160512,11.5722452793808,0,,,1692.9574941353,0.328084,0,0.73462600776,0.7346292886,6,0,0,1692.9574941353,0,0,0.73462600776,0,0,0,186.5, 6, -1.4,0,0,781,616,723,1414,-37,-62,-46,59,167.1,-75.1,-15,76,4.058,4.062,4.06,4.057,0,0,0,114.71,1692.9574941353,0,41,Motors_Started,
122800,2025-09-03 14:09:28,48.1487723485311,11.5722455447796,0,,,1692.9574941353,0.328084,0,0.84124346524,0.84125330776,6,0,16.199,1692.9574941353,0,0,0.84124346524,0,0,0,186.6, 6, -1.4,0,0,1011,999,899,1201,-2,-4,-19,27,167,-75.1,-15,76,4.058,4.062,4.06,4.057,0,0,1.638,114.71,1692.9574941353,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 243. Setting new Maximum Flight Altitude to 500m (1640 ft)"
122900,2025-09-03 14:09:28,48.1487725849894,11.572245803624,0,,,1692.9574941353,0.328084,0,0.94804136892,0.94808401984,6,0,16.199,1692.9574941353,0,0,0.94804136892,0,0,0,186.6, 6, -1.4,0,0,1024,1024,1023,1031,0,0,-0,1,167,-75,-14.8,76,4.058,4.062,4.06,4.057,0,0,1.638,114.71,1692.9574941353,0,41,Motors_Started,
