time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
332200,2025-09-03 09:45:09,48.1487362565755,11.5721381770657,0,Available with any HD 360 subscription,Available with any HD 360 subscription,1692.9388714313,0.656168,0,0,0,6,0,0,1692.9388714313,0,0,0,0,0,0,271.4, 5.8, -4.4,0,0,364,364,364,1684,-100,-100,-100,100,312.6,60.6,-48.1,72,4.018,4.023,4.024,4.016,0,0,0,116.51,1692.9388714313,0,41,Motors_Started,
332300,2025-09-03 09:45:09,48.1487362082336,11.5721381149111,0,,,1692.9388714313,0.656168,0,0.0232379600612,0.0232379600612,6,0,0,1692.9388714313,0,0,0.0232379600612,0,0,0,270.9, 5.8, -4.5,0,0,364,364,364,1684,-100,-100,-100,100,312.6,60.8,-48.1,72,4.018,4.023,4.024,4.016,0,0,0,116.51,1692.9388714313,0,41,Motors_Started,
332400,2025-09-03 09:45:09,48.1487361611145,11.5721380560048,0,,,1692.9388714313,0.656168,0,0.04562336104,0.045624673376,6,0,0,1692.9388714313,0,0,0.04562336104,0,0,0,271.6, 5.8, -4.4,0,0,364,364,364,1684,-100,-100,-100,100,311.8,60.2,-48.1,72,4.018,4.023,4.024,4.016,0,0,0,116.51,1692.9388714313,0,41,Motors_Started,
332500,2025-09-03 09:45:09,48.1487361110594,11.5721379968867,0,,,1692.9388714313,0.656168,0,0.068865487768,0.068875986456,6,0,16.017,1692.9388714313,0,0,0.068865487768,0,0,0,271.4, 5.8, -4.4,0,0,364,364,364,1684,-100,-100,-100,100,312.1,60.3,-48.1,72,4.018,4.023,4.024,4.016,0,0,1.466,116.51,1692.9388714313,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 237. Setting new Maximum Flight Altitude to 150m (492 ft)"
332600,2025-09-03 09:45:09,48.1487360618739,11.572137936581,0,,,1692.9388714313,0.656168,0,16.9641081544,0.092060698484,6,0,16.017,1692.9388714313,0,0,16.9641081544,0,0,0,271.4, 5.8, -4.4,0,0,370,364,364,1676,-99,-100,-100,99,311.9,60.2,-48.1,72,4.018,4.023,4.024,4.016,0,0,1.466,116.51,1692.9388714313,0,41,Motors_Started,
332700,2025-09-03 09:45:09,48.1487360122633,11.5721378809038,0,,,1692.9388714313,0.656168,0,16.985892932,0.114672903932,6,0,16.017,1692.9388714313,0,0,16.985892932,0,0,0,271.3, 5.8, -4.4,0,0,1024,1024,1024,1024,0,0,0,0,311.9,60.3,-48.3,72,4.018,4.023,4.024,4.016,0,0,1.466,116.51,1692.9388714313,0,41,Motors_Started,
332800,2025-09-03 09:45:09,48.1487359612051,11.5721378263885,0,,,1692.9388714313,0.656168,0,17.0077433264,0.137544951908,6,0,16.017,1692.9388714313,0,0,17.0077433264,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,311.9,60.3,-48.3,72,4.018,4.023,4.024,4.016,0,0,1.466,116.51,1692.9388714313,0,41,Motors_Started,
332900,2025-09-03 09:45:09,48.1487359113715,11.5721377756704,0,,,1692.9388714313,0.656168,0,17.0285766604,0.159522314816,6,0,16.017,1692.9388714313,0,0,17.0285766604,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312,60.3,-48.3,72,4.018,4.023,4.024,4.016,0,0,1.466,116.51,1692.9388714313,0,41,Motors_Started,
333000,2025-09-03 09:45:10,48.1487358590431,11.572137721932,0,,,1692.9388714313,0.656168,0,17.0505910968,0.182666016344,6,0,16.017,1692.9388714313,0,0,17.0505910968,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,311.9,60.3,-48.4,72,4.018,4.023,4.024,4.016,0,0,1.466,116.51,1692.9388714313,0,41,Motors_Started,
333100,2025-09-03 09:45:10,48.1487358079881,11.5721376727257,0,,,1692.9388714313,0.328084,0,17.0714244308,0.204812342512,6,0,16.017,1692.9388714313,0,0,17.0714244308,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,311.9,60.3,-48.4,72,4.018,4.023,4.024,4.016,0,0,1.466,116.51,1692.9388714313,0,41,Motors_Started,
333200,2025-09-03 09:45:10,48.1487357566107,11.5721376254325,0,,,1692.9388714313,0.328084,0,17.0919624892,0.226810374712,6,0,16.017,1692.9388714313,0,0,17.0919624892,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.1,60.5,-48.5,72,4.018,4.023,4.024,4.016,0,0,1.466,116.51,1692.9388714313,0,41,Motors_Started,
333300,2025-09-03 09:45:10,48.1487357047854,11.572137579237,0,,,1692.9388714313,0.328084,0,17.1124021224,0.248810047332,6,0,16.017,1692.9388714313,0,0,17.1124021224,0,0,0,271.3, 5.9, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.2,60.5,-48.7,72,4.018,4.023,4.024,4.016,0,0,1.466,116.51,1692.9388714313,0,41,Motors_Started,
333400,2025-09-03 09:45:10,48.1487356509588,11.5721375310002,0,,,1692.9388714313,0.328084,0,17.133694774,0.27169128166,6,0,16.017,1692.9388714313,0,0,17.133694774,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.4,60.7,-49.1,72,4.018,4.023,4.024,4.016,0,0,1.466,116.51,1692.9388714313,0,41,Motors_Started,
333500,2025-09-03 09:45:10,48.1487355978813,11.5721374868012,0,,,1692.9388714313,0.328084,0,17.154035982,0.293844497592,6,0,16.074,1692.9388714313,0,0,17.154035982,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.6,60.8,-49.2,72,4.018,4.023,4.024,4.017,0,0,1.472,116.51,1692.9388714313,0,41,Motors_Started,
333600,2025-09-03 09:45:10,48.1487355445058,11.5721374444158,0,,,1692.9388714313,0.328084,0,17.1740819144,0.315883212208,6,0,16.074,1692.9388714313,0,0,17.1740819144,0,0,0,271.3, 5.9, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.6,60.9,-49.4,72,4.018,4.023,4.024,4.017,0,0,1.472,116.51,1692.9388714313,0,41,Motors_Started,
333700,2025-09-03 09:45:10,48.1487354910228,11.5721374045147,0,,,1692.9388714313,0.328084,0,17.1937013376,0.337680457,6,0,16.074,1692.9388714313,0,0,17.1937013376,0,0,0,271.3, 5.9, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.5,60.8,-49.5,72,4.018,4.023,4.024,4.017,0,0,1.472,116.51,1692.9388714313,0,10,Assisted_Takeoff,
333800,2025-09-03 09:45:10,48.1487354378134,11.57213736419,0,,,1692.9388714313,0.328084,0,17.2133535692,0.35943570704,6,0,16.074,1692.9388714313,0,0,17.2133535692,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.6,60.9,-49.5,72,4.018,4.023,4.024,4.017,0,0,1.472,116.51,1692.9388714313,0,10,Assisted_Takeoff,
333900,2025-09-03 09:45:11,48.148735384363,11.5721373265904,0,,,1692.9388714313,0.328084,0,17.2325136748,0.38097770248,6,0,16.074,1692.9388714313,0,0,17.2325136748,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.6,61,-49.6,72,4.018,4.023,4.024,4.017,0,0,1.472,116.51,1692.9388714313,0,10,Assisted_Takeoff,
334000,2025-09-03 09:45:11,48.1487353308882,11.5721372903068,0,,,1692.9388714313,0.328084,0,17.2514441216,0.40239174516,6,0,16.074,1692.9388714313,0,0,17.2514441216,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.6,61,-49.6,72,4.018,4.023,4.024,4.017,0,0,1.472,116.51,1692.9388714313,0,10,Assisted_Takeoff,
334100,2025-09-03 09:45:11,48.1487352770079,11.5721372552044,0,,,1692.9388714313,0.328084,0,17.2702433348,0.42382875372,6,0,16.074,1692.9388714313,0,0,17.2702433348,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.6,61,-49.7,72,4.018,4.023,4.024,4.017,0,0,1.472,116.51,1692.9388714313,0,10,Assisted_Takeoff,
334200,2025-09-03 09:45:11,48.1487352228328,11.5721372215304,0,,,1692.9388714313,0.328084,0,17.2888456976,0.4452263922,6,0,16.074,1692.9388714313,0,0,17.2888456976,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.7,61,-49.7,72,4.018,4.023,4.024,4.017,0,0,1.472,116.51,1692.9388714313,0,10,Assisted_Takeoff,
334300,2025-09-03 09:45:11,48.1487351662737,11.5721371883988,0,,,1692.9388714313,0.328084,0,17.3078745696,0.46738190472,6,0,16.074,1692.9388714313,0,0,17.3078745696,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.7,61,-49.8,72,4.018,4.023,4.024,4.017,0,0,1.472,116.51,1692.9388714313,0,10,Assisted_Takeoff,
334400,2025-09-03 09:45:11,48.1487351105353,11.5721371570776,0,,,1692.9388714313,0.328084,0,17.3263785072,0.48910106552,6,0,16.074,1692.9388714313,0,0,17.3263785072,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.7,61,-49.9,72,4.018,4.023,4.024,4.017,0,0,1.472,116.51,1692.9388714313,0,10,Assisted_Takeoff,
334500,2025-09-03 09:45:11,48.1487350542302,11.5721371272297,0,,,1692.9388714313,0.328084,0,17.3447512112,0.51088912396,6,0,16.008,1692.9388714313,0,0,17.3447512112,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.7,61.1,-49.9,72,4.001,4.009,4.009,3.996,0,0,4.77,116.51,1692.9388714313,0,10,Assisted_Takeoff,
334600,2025-09-03 09:45:11,48.1487349972347,11.5721370992691,0,,,1692.9388714313,0.328084,0,17.3628942564,0.53276904592,6,0,16.008,1692.9388714313,0,0,17.3628942564,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.7,61.1,-50,72,4.001,4.009,4.009,3.996,0,0,4.77,116.51,1692.9388714313,0,10,Assisted_Takeoff,
334700,2025-09-03 09:45:11,48.1487349387686,11.5721370730418,0,,,1692.9388714313,0.328084,0,17.38107011,0.555036107,6,0,16.008,1692.9388714313,0,0,17.38107011,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.7,61.1,-50.1,72,4.001,4.009,4.009,3.996,0,0,4.77,116.51,1692.9388714313,0,10,Assisted_Takeoff,
334800,2025-09-03 09:45:11,48.1487348804313,11.5721370479283,0,,,1692.9388714313,0.328084,0,17.3990163048,0.577181777,6,0,16.008,1692.9388714313,0,0,17.3990163048,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.8,61.1,-50.2,72,4.001,4.009,4.009,3.996,0,0,4.77,116.51,1692.9388714313,0,10,Assisted_Takeoff,
334900,2025-09-03 09:45:12,48.14873482148,11.5721370249269,0,,,1692.9388714313,0.328084,0,17.416667224,0.59940618716,6,0,16.008,1692.9388714313,0,0,17.416667224,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.7,61.1,-50.3,72,4.001,4.009,4.009,3.996,0,0,4.77,116.51,1692.9388714313,0,10,Assisted_Takeoff,
335000,2025-09-03 09:45:12,48.148734762159,11.5721370035175,0,,,1692.9388714313,0.328084,0,17.4341541012,0.6216699674,6,0,16.008,1692.9388714313,0,0,17.4341541012,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.7,61.1,-50.3,72,4.001,4.009,4.009,3.996,0,0,4.77,116.51,1692.9388714313,0,10,Assisted_Takeoff,
335100,2025-09-03 09:45:12,48.1487347011624,11.5721369841079,0,,,1692.9388714313,0.328084,0,17.45160817,0.64441931196,6,0,16.008,1692.9388714313,0,0,17.45160817,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.7,61.1,-50.4,72,4.001,4.009,4.009,3.996,0,0,4.77,116.51,1692.9388714313,0,10,Assisted_Takeoff,
335200,2025-09-03 09:45:12,48.1487346408871,11.5721369670285,0,,,1692.9388714313,0.328084,0,17.468504496,0.66680120244,6,0,16.008,1692.9388714313,0,0,17.468504496,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.7,61.1,-50.4,72,4.001,4.009,4.009,3.996,0,0,4.77,116.51,1692.9388714313,0,10,Assisted_Takeoff,
335300,2025-09-03 09:45:12,48.1487345796756,11.5721369527481,0,,,1692.9388714313,0.328084,0,17.485072738,0.6894029092,6,0,16.008,1692.9388714313,0,0,17.485072738,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.8,61.2,-50.5,72,4.001,4.009,4.009,3.996,0,0,4.77,116.51,1692.9388714313,0,10,Assisted_Takeoff,
335400,2025-09-03 09:45:12,48.148734518039,11.5721369402235,0,,,1692.9388714313,0.328084,0,17.5014113212,0.71209647948,6,0,16.008,1692.9388714313,0,0,17.5014113212,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.8,61.2,-50.6,72,4.001,4.009,4.009,3.996,0,0,4.77,116.51,1692.9388714313,0,10,Assisted_Takeoff,
335500,2025-09-03 09:45:12,48.1487344563323,11.5721369286746,0,,,1692.9388714313,0.328084,0,17.5175858624,0.73478348808,6,0,16.032,1692.9388714313,0,0,17.5175858624,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.8,61.2,-50.6,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
335600,2025-09-03 09:45:12,48.1487343938164,11.5721369175687,0,,,1692.9388714313,0.328084,0,17.5338916372,0.75775264892,6,0,16.032,1692.9388714313,0,0,17.5338916372,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.8,61.2,-50.7,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
335700,2025-09-03 09:45:12,48.148734331302,11.5721369094928,0,,,1692.9388714313,0.328084,0,17.5496396692,0.78064635044,6,0,16.032,1692.9388714313,0,0,17.5496396692,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.8,61.2,-50.8,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
335800,2025-09-03 09:45:12,48.1487342689131,11.5721369029512,0,,,1692.9388714313,0.328084,0,17.5650596172,0.80346459264,6,0,16.032,1692.9388714313,0,0,17.5650596172,0,0,0,271.3, 5.8, -4.4,0,0,1024,1024,1024,1024,0,0,0,0,312.8,61.3,-50.9,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
335900,2025-09-03 09:45:12,48.1487342061773,11.5721368980916,0,,,1692.9388714313,0.328084,0,17.5802827148,0.82638454088,6,0,16.032,1692.9388714313,0,0,17.5802827148,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.8,61.3,-50.9,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
336000,2025-09-03 09:45:13,48.1487341427233,11.5721368932576,0,,,1692.9388714313,0.328084,0,17.5956698544,0.84956367548,6,0,16.032,1692.9388714313,0,0,17.5956698544,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.8,61.3,-51,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
336100,2025-09-03 09:45:13,48.1487340799191,11.572136890937,0,,,1692.9388714313,0.328084,0,17.6104336344,0.87248690456,6,0,16.032,1692.9388714313,0,0,17.6104336344,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.8,61.3,-51.1,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
336200,2025-09-03 09:45:13,48.1487340165319,11.5721368902886,0,,,1692.9388714313,0.328084,0,17.6250333724,0.89561354572,6,0,16.032,1692.9388714313,0,0,17.6250333724,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.8,61.3,-51.1,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
336300,2025-09-03 09:45:13,48.148733952622,11.5721368918132,0,,,1692.9388714313,0.328084,0,17.6393706432,0.91893375644,6,0,16.032,1692.9388714313,0,0,17.6393706432,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.8,61.3,-51.2,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
336400,2025-09-03 09:45:13,48.1487338857614,11.5721368936589,0,,,1692.9388714313,0.328084,0,17.6543312736,0.94333336352,6,0,16.032,1692.9388714313,0,0,17.6543312736,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.8,61.3,-51.2,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
336500,2025-09-03 09:45:13,48.1487338210991,11.5721368976743,0,,,1692.9388714313,0.328084,0,17.6684060772,0.96694228816,6,0,16.032,1692.9388714313,0,0,17.6684060772,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.8,61.4,-51.3,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
336600,2025-09-03 09:45:13,48.1487337560672,11.5721369034712,0,,,1692.9388714313,0.328084,0,17.682251222,0.99071197396,6,0,16.032,1692.9388714313,0,0,17.682251222,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.9,61.4,-51.4,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
336700,2025-09-03 09:45:13,48.1487336910467,11.572136911255,0,,,1692.9388714313,0.328084,0,17.6957354744,1.01451118732,6,0,16.032,1692.9388714313,0,0,17.6957354744,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.9,61.4,-51.4,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
336800,2025-09-03 09:45:13,48.1487336245508,11.5721369190837,0,,,1692.9388714313,0.328084,0,17.7095806192,1.0388451776,6,0,16.032,1692.9388714313,0,0,17.7095806192,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.9,61.4,-51.5,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
336900,2025-09-03 09:45:13,48.1487335589571,11.5721369293615,0,,,1692.9388714313,0.328084,0,17.722769596,1.062910139,7,0,16.032,1692.9388714313,0,0,17.722769596,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.7,61.3,-51.5,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
337000,2025-09-03 09:45:14,48.1487334930279,11.5721369419118,0,,,1692.9388714313,0.328084,0,17.7356632972,1.0871555466,7,0,16.032,1692.9388714313,0,0,17.7356632972,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.9,61.4,-51.7,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
337100,2025-09-03 09:45:14,48.1487334268007,11.5721369563142,0,,,1692.9388714313,0.328084,0,17.7482617228,1.11157155788,7,0,16.032,1692.9388714313,0,0,17.7482617228,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.9,61.5,-51.8,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
337200,2025-09-03 09:45:14,48.1487333601925,11.5721369725526,0,,,1692.9388714313,0.328084,0,17.7606304896,1.13619426208,7,0,16.032,1692.9388714313,0,0,17.7606304896,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.9,61.5,-51.8,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
337300,2025-09-03 09:45:14,48.1487332922522,11.5721369899786,0,,,1692.9388714313,0.328084,0,17.77313049,1.16134190068,7,0,16.032,1692.9388714313,0,0,17.77313049,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,312.9,61.5,-51.9,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
337400,2025-09-03 09:45:14,48.1487332248427,11.5721370090962,0,,,1692.9388714313,0.328084,0,17.7852039812,1.18637142904,7,0,16.032,1692.9388714313,0,0,17.7852039812,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1044,1024,0,0,3,0,312.9,61.5,-52,72,4.012,4.018,4.018,4.011,0,0,2.114,116.51,1692.9388714313,0,10,Assisted_Takeoff,
337500,2025-09-03 09:45:14,48.148733157049,11.5721370301781,0,,,1692.9388714313,0.328084,0,17.7970150052,1.21163389704,7,0,16.035,1692.9388714313,0,0,17.7970150052,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1103,1024,0,0,12,0,312.9,61.5,-52.1,72,4.014,4.02,4.02,4.011,0,0,2.012,116.51,1692.9388714313,0,10,Assisted_Takeoff,
337600,2025-09-03 09:45:14,48.1487330887227,11.5721370532373,0,,,1692.9388714313,0.328084,0,17.8086291788,1.2371883598,7,0,16.035,1692.9388714313,0,0,17.8086291788,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1137,1024,0,0,17,0,312.9,61.5,-52.1,72,4.014,4.02,4.02,4.011,0,0,2.012,116.51,1692.9388714313,0,10,Assisted_Takeoff,
337700,2025-09-03 09:45:14,48.1487330191051,11.5721370779624,0,,,1692.9388714313,0.328084,0,17.8202433524,1.26329072284,7,0,16.035,1692.9388714313,0,0,17.8202433524,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1148,1024,0,0,19,0,313,61.6,-52.1,72,4.014,4.02,4.02,4.011,0,0,2.012,116.51,1692.9388714313,0,10,Assisted_Takeoff,
337800,2025-09-03 09:45:14,48.1487329499337,11.5721371040998,0,,,1692.9388714313,0.328084,0,17.831529442,1.28931762656,7,0,16.035,1692.9388714313,0,0,17.831529442,0,0,0,271.3, 5.8, -4.4,0,0,1024,1024,1144,1024,0,0,18,0,313,61.6,-52.2,72,4.014,4.02,4.02,4.011,0,0,2.012,116.51,1692.9388714313,0,10,Assisted_Takeoff,
337900,2025-09-03 09:45:15,48.1487328806646,11.5721371323236,0,,,1692.9388714313,0.328084,0,17.8424874476,1.31550857228,7,0,16.035,1692.9388714313,0,0,17.8424874476,0,0,0,271.3, 5.8, -4.4,0,0,1024,1024,1158,1024,0,0,20,0,312.9,61.6,-52.3,72,4.014,4.02,4.02,4.011,0,0,2.012,116.51,1692.9388714313,0,10,Assisted_Takeoff,
338000,2025-09-03 09:45:15,48.1487328105487,11.5721371638792,0,,,1692.9388714313,0.328084,0,17.8530517524,1.34221789072,7,0,16.035,1692.9388714313,0,0,17.8530517524,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1157,1024,0,0,20,0,312.8,61.5,-52.3,72,4.014,4.02,4.02,4.011,0,0,2.012,116.51,1692.9388714313,0,10,Assisted_Takeoff,
338100,2025-09-03 09:45:15,48.1487327379087,11.5721371968149,0,,,1692.9388714313,0.328084,0,17.8639769496,1.36990489948,7,0,16.035,1692.9388714313,0,0,17.8639769496,0,0,0,271.3, 5.8, -4.5,0,0,1024,1024,1160,1024,0,0,21,0,312.1,61,-52,72,4.014,4.02,4.02,4.011,0,0,2.012,116.51,1692.9388714313,0,10,Assisted_Takeoff,
338200,2025-09-03 09:45:15,48.1487326664639,11.5721372324245,0,,,1692.9388714313,0.328084,0,17.874180362,1.3973753728,7,0,16.035,1692.9388714313,0,0,17.874180362,0,0,0,271.3, 5.9, -4.5,0,0,1024,1024,1163,1024,0,0,21,0,312,61,-52,72,4.014,4.02,4.02,4.011,0,0,2.012,116.51,1692.9388714313,0,10,Assisted_Takeoff,
338300,2025-09-03 09:45:15,48.1487325944085,11.5721372713754,0,,,1692.9388714313,0.656168,0,17.8839244568,1.42532156792,7,0,16.035,1692.9388714313,0,0,17.8839244568,0,0,0,271.3, 5.9, -4.5,0,0,1024,1024,1166,1024,0,0,22,0,312.3,61.3,-52.3,72,4.014,4.02,4.02,4.011,0,0,2.012,116.51,1692.9388714313,0,10,Assisted_Takeoff,
