time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
312500,,48.148788341969,11.5721610868305,0,Available with any HD 360 subscription,Available with any HD 360 subscription,1692.9124386876,1.64042,0,0,0,6,2,0,1692.9124386876,0,0,0,0,0,0,169.2, -0.1, -4.3,0,0,1024,1024,1024,1024,0,0,0,0,53.8,-31.8,-19,68,3.961,3.964,3.963,3.942,0,0,0,121.91,1692.9124386876,0,41,Motors_Started,
312600,2025-09-03 13:53:06,48.1487882385915,11.5721612153924,0,,,1692.9124386876,1.64042,0,0.049010172172,0.049010172172,6,2,0,1692.9124386876,0,0,0.049010172172,0,0,0,169.3, -0.1, -4.3,0,0,1024,1024,1024,1024,0,0,0,0,53.7,-31.8,-18.9,68,3.961,3.964,3.963,3.942,0,0,0,121.91,1692.9124386876,0,41,Motors_Started,
312700,2025-09-03 13:53:06,48.1487881350292,11.572161345999,0,,,1692.9124386876,1.64042,0,0.098390423096,0.098391079264,6,2,0,1692.9124386876,0,0,0.098390423096,0,0,0,169.3, -0.2, -4.2,0,0,1024,1024,1024,1024,0,0,0,0,53.6,-31.9,-18.9,68,3.961,3.964,3.963,3.942,0,0,0,121.91,1692.9124386876,0,41,Motors_Started,
312800,2025-09-03 13:53:06,48.1487880333776,11.5721614902376,0,,,1692.9124386876,1.312336,0,0.149397642576,0.149462603208,6,2,0,1692.9124386876,0,0,0.149397642576,0,0,0,169.2, -0.1, -4.2,0,0,365,364,364,1684,-100,-100,-100,100,53.5,-31.9,-18.9,68,3.961,3.964,3.963,3.942,0,0,0,121.91,1692.9124386876,0,41,Motors_Started,
312900,2025-09-03 13:53:06,48.1487879281142,11.5721616208409,0,,,1692.9124386876,1.312336,0,0.19924213236,0.199319888268,6,2,0,1692.9124386876,0,0,0.19924213236,0,0,0,169.2, -0.1, -4.2,0,0,393,378,372,1643,-96,-98,-99,94,53.4,-31.9,-19,68,3.961,3.964,3.963,3.942,0,0,0,121.91,1692.9124386876,0,41,Motors_Started,
313000,2025-09-03 13:53:07,48.1487878227732,11.5721617511747,0,,,1692.9124386876,1.312336,0,0.249070546028,0.24915683212,6,2,15.744,1692.9124386876,0,0,0.249070546028,0,0,0,169.2, -0.1, -4.2,0,0,928,833,900,1238,-15,-29,-19,32,53.4,-31.9,-19,68,3.961,3.964,3.963,3.942,0,0,1.65,121.91,1692.9124386876,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 240. Setting new Maximum Flight Altitude to 150m (492 ft)"
313100,2025-09-03 13:53:07,48.1487877174387,11.572161880661,0,,,1692.9124386876,1.312336,0,7.1372705696,0.298860901952,6,2,15.744,1692.9124386876,0,0,7.1372705696,0,0,0,169.2, -0.1, -4.3,0,0,1024,1024,1024,1024,0,0,0,0,53.3,-31.9,-18.9,68,3.961,3.964,3.963,3.942,0,0,1.65,121.91,1692.9124386876,0,41,Motors_Started,
313200,2025-09-03 13:53:07,48.1487876201313,11.5721620315728,0,,,1692.9124386876,1.312336,0,7.0928808044,0.34994751776,6,2,15.744,1692.9124386876,0,0,7.1372705696,0,0,0,169.1, -0.1, -4.3,0,0,1024,1024,1024,1024,0,0,0,0,53.3,-31.9,-18.9,68,3.961,3.964,3.963,3.942,0,0,1.65,121.91,1692.9124386876,0,41,Motors_Started,
313300,2025-09-03 13:53:07,48.1487875168894,11.5721621708137,0,,,1692.9124386876,1.312336,0,7.0507876272,0.40062009156,6,2,15.744,1692.9124386876,0,0,7.1372705696,0,0,0,169.1, -0.1, -4.3,0,0,1024,1024,1024,1024,0,0,0,0,53.2,-31.9,-18.9,68,3.961,3.964,3.963,3.942,0,0,1.65,121.91,1692.9124386876,0,41,Motors_Started,
313400,2025-09-03 13:53:07,48.1487874135007,11.5721623111363,0,,,1692.9124386876,1.64042,0,7.0085632164,0.4515092008,6,2,15.744,1692.9124386876,0,0,7.1372705696,0,0,0,169.1, -0.1, -4.3,0,0,1024,1024,1024,1024,0,0,0,0,53.2,-32,-19.1,68,3.961,3.964,3.963,3.942,0,0,1.65,121.91,1692.9124386876,0,41,Motors_Started,
