DateTime,predicted_NO2
2025-09-03 00:05:00,3.4104233
2025-09-03 00:05:03,3.3334484
2025-09-03 00:05:06,3.2997522
2025-09-03 00:05:09,3.2338161
2025-09-03 00:05:12,3.204967
2025-09-03 00:05:15,3.1793132
2025-09-03 00:05:18,3.154233
2025-09-03 00:05:21,3.124492
2025-09-03 00:05:24,3.0568023
2025-09-03 00:05:27,3.0673943
2025-09-03 00:05:30,3.009871
2025-09-03 00:05:33,2.989409
2025-09-03 00:05:36,2.9485068
2025-09-03 00:05:39,2.9579182
2025-09-03 00:05:42,2.9304712
2025-09-03 00:05:45,2.9111495
2025-09-03 00:05:48,2.8746839
2025-09-03 00:05:51,2.9051304
2025-09-03 00:05:54,2.9482675
2025-09-03 00:05:57,2.9235044
2025-09-03 00:06:00,2.941196
2025-09-03 00:06:03,2.8953266
2025-09-03 00:06:06,2.8740277
2025-09-03 00:06:09,2.8566446
2025-09-03 00:06:12,2.882368
2025-09-03 00:06:15,2.8493109
2025-09-03 00:06:18,2.8851895
2025-09-03 00:06:21,2.9100132
2025-09-03 00:06:24,2.918048
2025-09-03 00:06:27,2.7956665
2025-09-03 00:06:30,2.7669525
2025-09-03 00:06:33,2.7608843
2025-09-03 00:06:36,2.7398674
2025-09-03 00:06:39,2.701282
2025-09-03 00:06:42,2.7305164
2025-09-03 00:06:45,2.7150893
2025-09-03 00:06:48,2.6894555
2025-09-03 00:06:51,2.6958756
2025-09-03 00:06:54,2.6880143
2025-09-03 00:06:57,2.6979783
2025-09-03 00:07:00,2.7096229
2025-09-03 00:07:03,2.712247
2025-09-03 00:07:06,2.6648636
2025-09-03 00:07:09,2.6918683
2025-09-03 00:07:12,2.6740422
2025-09-03 00:07:15,2.7069485
2025-09-03 00:07:18,2.709032
2025-09-03 00:07:21,2.749659
2025-09-03 00:07:24,2.727653
2025-09-03 00:07:27,2.6839056
2025-09-03 00:07:30,2.6905456
2025-09-03 00:07:33,2.7643936
2025-09-03 00:07:36,2.7761436
2025-09-03 00:07:39,2.7928934
2025-09-03 00:07:42,2.7836518
2025-09-03 00:07:45,2.7840881
2025-09-03 00:07:48,2.8042984
2025-09-03 00:07:51,2.8062115
2025-09-03 00:07:54,2.8065448
2025-09-03 00:07:57,2.815627
2025-09-03 00:08:00,2.7755451
2025-09-03 00:08:03,2.8372207
2025-09-03 00:08:06,2.826571
2025-09-03 00:08:09,2.771264
2025-09-03 00:08:12,2.7755742
2025-09-03 00:08:15,2.7278981
2025-09-03 00:08:18,2.6827002
2025-09-03 00:08:21,2.7368484
2025-09-03 00:08:24,2.759233
2025-09-03 00:08:27,2.7274756
2025-09-03 00:08:30,2.7637453
2025-09-03 00:08:33,2.717969
2025-09-03 00:08:36,2.7513168
2025-09-03 00:08:39,2.7135644
2025-09-03 00:08:42,2.652594
2025-09-03 00:08:45,2.5981421
2025-09-03 00:08:48,2.615663
2025-09-03 00:08:51,2.592904
2025-09-03 00:08:54,2.600161
2025-09-03 00:08:57,2.6055121
2025-09-03 00:09:00,2.587565
2025-09-03 00:09:03,2.531876
2025-09-03 00:09:06,2.5196292
2025-09-03 00:09:09,2.590911
2025-09-03 00:09:12,2.6183453
2025-09-03 00:09:15,2.6362135
2025-09-03 00:09:18,2.6278086
2025-09-03 00:09:21,2.639586
2025-09-03 00:09:24,2.6770597
2025-09-03 00:09:27,2.684391
2025-09-03 00:09:30,2.693551
2025-09-03 00:09:33,2.7078123
2025-09-03 00:09:36,2.6750493
2025-09-03 00:09:39,2.6533456
2025-09-03 00:09:42,2.7218747
2025-09-03 00:09:45,2.6935744
2025-09-03 00:09:48,2.6899142
2025-09-03 00:09:51,2.6871114
2025-09-03 00:09:54,2.7153208
2025-09-03 00:09:57,2.8143458
2025-09-03 00:10:00,2.9024215
2025-09-03 00:10:03,2.8483157
2025-09-03 00:10:06,2.8910031
2025-09-03 00:10:09,2.876091
2025-09-03 00:10:12,2.8823047
2025-09-03 00:10:15,2.916572
2025-09-03 00:10:18,2.9870987
2025-09-03 00:10:21,3.1034207
2025-09-03 00:10:24,3.1709547
2025-09-03 00:10:27,3.2426858
2025-09-03 00:10:30,3.3097286
2025-09-03 00:10:33,3.4622474
2025-09-03 00:10:36,3.446774
2025-09-03 00:10:39,3.5011797
2025-09-03 00:10:42,3.518127
2025-09-03 00:10:45,3.5583234
2025-09-03 00:10:48,3.5979948
2025-09-03 00:10:51,3.6287088
2025-09-03 00:10:54,3.636106
2025-09-03 00:10:57,3.7039213
2025-09-03 00:11:00,3.6963978
2025-09-03 00:11:03,3.6878667
2025-09-03 00:11:06,3.7136717
2025-09-03 00:11:09,3.6915998
2025-09-03 00:11:12,3.7895975
2025-09-03 00:11:15,3.8181276
2025-09-03 00:11:18,3.8058505
2025-09-03 00:11:21,3.862811
2025-09-03 00:11:24,3.89494
2025-09-03 00:11:27,3.951048
2025-09-03 00:11:30,4.039804
2025-09-03 00:11:33,4.070889
2025-09-03 00:11:36,4.0604024
2025-09-03 00:11:39,4.0108604
2025-09-03 00:11:42,3.952003
2025-09-03 00:11:45,3.7853422
2025-09-03 00:11:48,3.7066288
2025-09-03 00:11:51,3.6531596
2025-09-03 00:11:54,3.6554298
2025-09-03 00:11:57,3.63976
2025-09-03 00:12:00,3.5833912
2025-09-03 00:12:03,3.4791646
2025-09-03 00:12:06,3.4941835
2025-09-03 00:12:09,3.4230318
2025-09-03 00:12:12,3.2752485
2025-09-03 00:12:15,3.2196054
2025-09-03 00:12:18,3.1629686
2025-09-03 00:12:21,3.1600575
2025-09-03 00:12:24,3.1585498
2025-09-03 00:12:27,3.1270175
2025-09-03 00:12:30,3.0447764
2025-09-03 00:12:33,3.0567584
2025-09-03 00:12:36,2.9506907
2025-09-03 00:12:39,2.8617356
2025-09-03 00:12:42,2.786521
2025-09-03 00:12:45,2.771513
2025-09-03 00:12:48,2.7832818
2025-09-03 00:12:51,2.7498713
2025-09-03 00:12:54,2.726263
2025-09-03 00:12:57,2.655253
2025-09-03 00:13:00,2.6312048
2025-09-03 00:13:03,2.6507816
2025-09-03 00:13:06,2.6617503
2025-09-03 00:13:09,2.5995383
2025-09-03 00:13:12,2.6400013
2025-09-03 00:13:15,2.6436987
2025-09-03 00:13:18,2.6173358
2025-09-03 00:13:21,2.5993123
2025-09-03 00:13:24,2.6018488
2025-09-03 00:13:27,2.6213772
2025-09-03 00:13:30,2.610917
2025-09-03 00:13:33,2.6256785
2025-09-03 00:13:36,2.6635618
2025-09-03 00:13:39,2.661925
2025-09-03 00:13:42,2.6771393
2025-09-03 00:13:45,2.7017434
2025-09-03 00:13:48,2.684886
2025-09-03 00:13:51,2.6949267
2025-09-03 00:13:54,2.6897364
2025-09-03 00:13:57,2.6892319
2025-09-03 00:14:00,2.7217507
2025-09-03 00:14:03,2.7392297
2025-09-03 00:14:06,2.7226152
2025-09-03 00:14:09,2.6750412
2025-09-03 00:14:12,2.696041
2025-09-03 00:14:15,2.6780257
2025-09-03 00:14:18,2.6615415
2025-09-03 00:14:21,2.6246054
2025-09-03 00:14:24,2.596829
2025-09-03 00:14:27,2.5637279
2025-09-03 00:14:30,2.5828347
2025-09-03 00:14:33,2.6584291
2025-09-03 00:14:36,2.643681
2025-09-03 00:14:39,2.7143385
2025-09-03 00:14:42,2.7697132
2025-09-03 00:14:45,2.780002
2025-09-03 00:14:48,2.8207943
2025-09-03 00:14:51,2.7715926
2025-09-03 00:14:54,2.8124228
2025-09-03 00:14:57,2.8094296
2025-09-03 00:15:00,2.79457
2025-09-03 00:15:03,2.78468
2025-09-03 00:15:06,2.8336394
2025-09-03 00:15:09,2.9675713
2025-09-03 00:15:12,3.0136359
2025-09-03 00:15:15,3.0983224
2025-09-03 00:15:18,3.0940423
2025-09-03 00:15:21,3.1454654
2025-09-03 00:15:24,3.0635066
2025-09-03 00:15:27,3.0170135
2025-09-03 00:15:30,2.9837055
2025-09-03 00:15:33,2.8995838
2025-09-03 00:15:36,2.8050022
2025-09-03 00:15:39,2.7645376
2025-09-03 00:15:42,2.7259426
2025-09-03 00:15:45,2.7675552
2025-09-03 00:15:48,2.737607
2025-09-03 00:15:51,2.732212
2025-09-03 00:15:54,2.7090492
2025-09-03 00:15:57,2.7563577
2025-09-03 00:16:00,2.7443385
2025-09-03 00:16:03,2.6752512
2025-09-03 00:16:06,2.6621733
2025-09-03 00:16:09,2.6134806
2025-09-03 00:16:12,2.616578
2025-09-03 00:16:15,2.5728612
2025-09-03 00:16:18,2.5759864
2025-09-03 00:16:21,2.5719156
2025-09-03 00:16:24,2.5829916
2025-09-03 00:16:27,2.5668163
2025-09-03 00:16:30,2.5840745
2025-09-03 00:16:33,2.5405416
2025-09-03 00:16:36,2.522728
2025-09-03 00:16:39,2.5449588
2025-09-03 00:16:42,2.5401058
2025-09-03 00:16:45,2.5358462
2025-09-03 00:16:48,2.5321662
2025-09-03 00:16:51,2.5392013
2025-09-03 00:16:54,2.5596871
2025-09-03 00:16:57,2.5622506
2025-09-03 00:17:00,2.535006
2025-09-03 00:17:03,2.5520515
2025-09-03 00:17:06,2.5532203
2025-09-03 00:17:09,2.5386705
2025-09-03 00:17:12,2.5473957
2025-09-03 00:17:15,2.5390959
2025-09-03 00:17:18,2.5160623
2025-09-03 00:17:21,2.5230494
2025-09-03 00:17:24,2.5464098
2025-09-03 00:17:27,2.5514455
2025-09-03 00:17:30,2.5569334
2025-09-03 00:17:33,2.6106877
2025-09-03 00:17:36,2.636777
2025-09-03 00:17:39,2.7315087
2025-09-03 00:17:42,2.703795
2025-09-03 00:17:45,2.7426014
2025-09-03 00:17:48,2.7416258
2025-09-03 00:17:51,2.7459993
2025-09-03 00:17:54,2.8158398
2025-09-03 00:17:57,2.827609
2025-09-03 00:18:00,2.7702222
2025-09-03 00:18:03,2.8063693
2025-09-03 00:18:06,2.7670283
2025-09-03 00:18:09,2.8560467
2025-09-03 00:18:12,2.8434546
2025-09-03 00:18:15,2.8043628
2025-09-03 00:18:18,2.840366
2025-09-03 00:18:21,2.8733478
2025-09-03 00:18:24,2.9456692
2025-09-03 00:18:27,2.9458556
2025-09-03 00:18:30,2.9750829
2025-09-03 00:18:33,2.8728342
2025-09-03 00:18:36,2.969005
2025-09-03 00:18:39,3.0406466
2025-09-03 00:18:42,3.0610654
2025-09-03 00:18:45,3.0289001
2025-09-03 00:18:48,3.015324
2025-09-03 00:18:51,2.9651542
2025-09-03 00:18:54,3.0693674
2025-09-03 00:18:57,3.0537367
2025-09-03 00:19:00,3.0801349
2025-09-03 00:19:03,3.1131015
2025-09-03 00:19:06,3.0929894
2025-09-03 00:19:09,3.0728002
2025-09-03 00:19:12,3.0536287
2025-09-03 00:19:15,2.996189
2025-09-03 00:19:18,3.0002332
2025-09-03 00:19:21,2.9706068
2025-09-03 00:19:24,2.9214716
2025-09-03 00:19:27,2.8217072
2025-09-03 00:19:30,2.7349968
2025-09-03 00:19:33,2.7403183
2025-09-03 00:19:36,2.7179947
2025-09-03 00:19:39,2.7074518
2025-09-03 00:19:42,2.7124028
2025-09-03 00:19:45,2.7111804
2025-09-03 00:19:48,2.6820111
2025-09-03 00:19:51,2.661438
2025-09-03 00:19:54,2.680678
2025-09-03 00:19:57,2.66997
2025-09-03 00:20:00,2.6767743
2025-09-03 00:20:03,2.6561098
2025-09-03 00:20:06,2.6472945
2025-09-03 00:20:09,2.6291947
2025-09-03 00:20:12,2.6160588
2025-09-03 00:20:15,2.6135294
2025-09-03 00:20:18,2.58504
2025-09-03 00:20:21,2.5901175
2025-09-03 00:20:24,2.5730205
2025-09-03 00:20:27,2.5874052
2025-09-03 00:20:30,2.582991
2025-09-03 00:20:33,2.5725908
2025-09-03 00:20:36,2.576374
2025-09-03 00:20:39,2.564279
2025-09-03 00:20:42,2.5855699
2025-09-03 00:20:45,2.5854897
2025-09-03 00:20:48,2.5261018
2025-09-03 00:20:51,2.5218792
2025-09-03 00:20:54,2.5304976
2025-09-03 00:20:57,2.5109973
2025-09-03 00:21:00,2.5415058
2025-09-03 00:21:03,2.5337849
2025-09-03 00:21:06,2.5136256
2025-09-03 00:21:09,2.527426
2025-09-03 00:21:12,2.5658648
2025-09-03 00:21:15,2.537527
2025-09-03 00:21:18,2.5493941
2025-09-03 00:21:21,2.588222
2025-09-03 00:21:24,2.586574
2025-09-03 00:21:27,2.567998
2025-09-03 00:21:30,2.559535
2025-09-03 00:21:33,2.5725703
2025-09-03 00:21:36,2.5696926
2025-09-03 00:21:39,2.5636163
2025-09-03 00:21:42,2.5413294
2025-09-03 00:21:45,2.531876
2025-09-03 00:21:48,2.5907812
2025-09-03 00:21:51,2.619304
2025-09-03 00:21:54,2.673284
2025-09-03 00:21:57,2.709176
2025-09-03 00:22:00,2.6802034
2025-09-03 00:22:03,2.6460588
2025-09-03 00:22:06,2.6665287
2025-09-03 00:22:09,2.6631868
2025-09-03 00:22:12,2.6500812
2025-09-03 00:22:15,2.6347632
2025-09-03 00:22:18,2.6237874
2025-09-03 00:22:21,2.6049814
2025-09-03 00:22:24,2.5925403
2025-09-03 00:22:27,2.5794039
2025-09-03 00:22:30,2.5544746
2025-09-03 00:22:33,2.6166577
2025-09-03 00:22:36,2.6225848
2025-09-03 00:22:39,2.6032133
2025-09-03 00:22:42,2.6146002
2025-09-03 00:22:45,2.6604376
2025-09-03 00:22:48,2.685247
2025-09-03 00:22:51,2.6810308
2025-09-03 00:22:54,2.774588
2025-09-03 00:22:57,2.7669806
2025-09-03 00:23:00,2.876849
2025-09-03 00:23:03,2.9155343
2025-09-03 00:23:06,3.0148659
2025-09-03 00:23:09,3.1076183
2025-09-03 00:23:12,3.1210322
2025-09-03 00:23:15,3.118897
2025-09-03 00:23:18,3.1238842
2025-09-03 00:23:21,3.1103392
2025-09-03 00:23:24,3.147737
2025-09-03 00:23:27,3.214138
2025-09-03 00:23:30,3.2936373
2025-09-03 00:23:33,3.3541274
2025-09-03 00:23:36,3.376956
2025-09-03 00:23:39,3.4454465
2025-09-03 00:23:42,3.4737134
2025-09-03 00:23:45,3.451313
2025-09-03 00:23:48,3.4606433
2025-09-03 00:23:51,3.4684505
2025-09-03 00:23:54,3.5409884
2025-09-03 00:23:57,3.5764604
2025-09-03 00:24:00,3.5518413
2025-09-03 00:24:03,3.598548
2025-09-03 00:24:06,3.6407537
2025-09-03 00:24:09,3.648085
2025-09-03 00:24:12,3.7024746
2025-09-03 00:24:15,3.7136922
2025-09-03 00:24:18,3.7530212
2025-09-03 00:24:21,3.792348
2025-09-03 00:24:24,3.8208003
2025-09-03 00:24:27,3.9104328
2025-09-03 00:24:30,3.9126892
2025-09-03 00:24:33,3.955851
2025-09-03 00:24:36,4.0368586
2025-09-03 00:24:39,3.9838958
2025-09-03 00:24:42,3.9168572
2025-09-03 00:24:45,3.9153533
2025-09-03 00:24:48,3.9330525
2025-09-03 00:24:51,3.96492
2025-09-03 00:24:54,4.010702
2025-09-03 00:24:57,3.9279785
2025-09-03 00:25:00,3.9869838
2025-09-03 00:25:03,3.9667602
2025-09-03 00:25:06,4.062016
2025-09-03 00:25:09,4.0190325
2025-09-03 00:25:12,3.9980936
2025-09-03 00:25:15,3.9920096
2025-09-03 00:25:18,3.9557314
2025-09-03 00:25:21,3.9154873
2025-09-03 00:25:24,3.8087697
2025-09-03 00:25:27,3.7559795
2025-09-03 00:25:30,3.7099853
2025-09-03 00:25:33,3.672327
2025-09-03 00:25:36,3.6722908
2025-09-03 00:25:39,3.7187953
2025-09-03 00:25:42,3.7818189
2025-09-03 00:25:45,3.875299
2025-09-03 00:25:48,3.9566674
2025-09-03 00:25:51,3.9401307
2025-09-03 00:25:54,3.8758988
2025-09-03 00:25:57,3.7823963
2025-09-03 00:26:00,3.6883717
2025-09-03 00:26:03,3.6190834
2025-09-03 00:26:06,3.5717149
2025-09-03 00:26:09,3.527327
2025-09-03 00:26:12,3.477954
2025-09-03 00:26:15,3.4228277
2025-09-03 00:26:18,3.3115053
2025-09-03 00:26:21,3.3261294
2025-09-03 00:26:24,3.2830596
2025-09-03 00:26:27,3.2008328
2025-09-03 00:26:30,3.2263708
2025-09-03 00:26:33,3.1891584
2025-09-03 00:26:36,3.1592007
2025-09-03 00:26:39,3.1313567
2025-09-03 00:26:42,3.0808198
2025-09-03 00:26:45,3.0767212
2025-09-03 00:26:48,3.0237017
2025-09-03 00:26:51,3.0482888
2025-09-03 00:26:54,3.0165124
2025-09-03 00:26:57,2.9592872
2025-09-03 00:27:00,2.9356122
2025-09-03 00:27:03,2.948411
2025-09-03 00:27:06,2.9657717
2025-09-03 00:27:09,2.9567993
2025-09-03 00:27:12,2.933192
2025-09-03 00:27:15,2.9395614
2025-09-03 00:27:18,2.9558444
2025-09-03 00:27:21,2.8684356
2025-09-03 00:27:24,2.9750352
2025-09-03 00:27:27,2.9539518
2025-09-03 00:27:30,2.9250636
2025-09-03 00:27:33,2.8639219
2025-09-03 00:27:36,2.8310404
2025-09-03 00:27:39,2.8108428
2025-09-03 00:27:42,2.7942805
2025-09-03 00:27:45,2.7946994
2025-09-03 00:27:48,2.7755861
2025-09-03 00:27:51,2.7578862
2025-09-03 00:27:54,2.7058191
2025-09-03 00:27:57,2.7011828
2025-09-03 00:28:00,2.7227318
2025-09-03 00:28:03,2.708861
2025-09-03 00:28:06,2.727857
2025-09-03 00:28:09,2.737082
2025-09-03 00:28:12,2.6934133
2025-09-03 00:28:15,2.7829847
2025-09-03 00:28:18,2.8395581
2025-09-03 00:28:21,2.8278646
2025-09-03 00:28:24,2.8510933
2025-09-03 00:28:27,2.9116359
2025-09-03 00:28:30,2.9783547
2025-09-03 00:28:33,3.0643535
2025-09-03 00:28:36,3.1808372
2025-09-03 00:28:39,3.2169847
2025-09-03 00:28:42,3.282576
2025-09-03 00:28:45,3.3099532
2025-09-03 00:28:48,3.3276157
2025-09-03 00:28:51,3.3594851
2025-09-03 00:28:54,3.3760982
2025-09-03 00:28:57,3.3785334
2025-09-03 00:29:00,3.4286218
2025-09-03 00:29:03,3.5674076
2025-09-03 00:29:06,3.506515
2025-09-03 00:29:09,3.6542497
2025-09-03 00:29:12,3.619391
2025-09-03 00:29:15,3.6469588
2025-09-03 00:29:18,3.690637
2025-09-03 00:29:21,3.6527538
2025-09-03 00:29:24,3.7054434
2025-09-03 00:29:27,3.7625542
2025-09-03 00:29:30,3.77915
2025-09-03 00:29:33,3.7953143
2025-09-03 00:29:36,3.8098822
2025-09-03 00:29:39,3.8164926
2025-09-03 00:29:42,3.804932
2025-09-03 00:29:45,3.818232
2025-09-03 00:29:48,3.8428202
2025-09-03 00:29:51,3.875534
2025-09-03 00:29:54,3.862215
2025-09-03 00:29:57,3.94659
2025-09-03 00:30:00,3.9422054
2025-09-03 00:30:03,3.9289832
2025-09-03 00:30:06,4.014077
2025-09-03 00:30:09,4.065781
2025-09-03 00:30:12,4.036802
2025-09-03 00:30:15,4.1039176
2025-09-03 00:30:18,4.1697073
2025-09-03 00:30:21,4.181708
2025-09-03 00:30:24,4.193437
2025-09-03 00:30:27,4.2210855
2025-09-03 00:30:30,4.2552896
2025-09-03 00:30:33,4.2552247
2025-09-03 00:30:36,4.1607904
2025-09-03 00:30:39,4.1157246
2025-09-03 00:30:42,4.1041756
2025-09-03 00:30:45,4.0555835
2025-09-03 00:30:48,4.0238023
2025-09-03 00:30:51,3.969521
2025-09-03 00:30:54,3.8925037
2025-09-03 00:30:57,3.8219995
2025-09-03 00:31:00,3.7635627
2025-09-03 00:31:03,3.7448635
2025-09-03 00:31:06,3.9117398
2025-09-03 00:31:09,3.9246154
2025-09-03 00:31:12,3.8906202
2025-09-03 00:31:15,4.008187
2025-09-03 00:31:18,3.8870592
2025-09-03 00:31:21,3.8754506
2025-09-03 00:31:24,3.8760095
2025-09-03 00:31:27,3.9030514
2025-09-03 00:31:30,3.9287505
2025-09-03 00:31:33,4.0006986
2025-09-03 00:31:36,4.022443
2025-09-03 00:31:39,4.056064
2025-09-03 00:31:42,4.0886965
2025-09-03 00:31:45,4.1297708
2025-09-03 00:31:48,4.168355
2025-09-03 00:31:51,4.2108665
2025-09-03 00:31:54,4.2664356
2025-09-03 00:31:57,4.294437
2025-09-03 00:32:00,4.308414
2025-09-03 00:32:03,4.3450737
2025-09-03 00:32:06,4.3558164
2025-09-03 00:32:09,4.3771973
2025-09-03 00:32:12,4.382057
2025-09-03 00:32:15,4.4099507
2025-09-03 00:32:18,4.4093094
2025-09-03 00:32:21,4.387591
2025-09-03 00:32:24,4.393885
2025-09-03 00:32:27,4.4146886
2025-09-03 00:32:30,4.4056697
2025-09-03 00:32:33,4.386082
2025-09-03 00:32:36,4.4247017
2025-09-03 00:32:39,4.4345503
2025-09-03 00:32:42,4.4156475
2025-09-03 00:32:45,4.426346
2025-09-03 00:32:48,4.408675
2025-09-03 00:32:51,4.3803015
2025-09-03 00:32:54,4.409865
2025-09-03 00:32:57,4.335204
2025-09-03 00:33:00,4.329214
2025-09-03 00:33:03,4.343793
2025-09-03 00:33:06,4.3496203
2025-09-03 00:33:09,4.3889136
2025-09-03 00:33:12,4.4011774
2025-09-03 00:33:15,4.400322
2025-09-03 00:33:18,4.396192
2025-09-03 00:33:21,4.377169
2025-09-03 00:33:24,4.392006
2025-09-03 00:33:27,4.3984523
2025-09-03 00:33:30,4.4141846
2025-09-03 00:33:33,4.4327407
2025-09-03 00:33:36,4.432873
2025-09-03 00:33:39,4.4496555
2025-09-03 00:33:42,4.4526234
2025-09-03 00:33:45,4.448936
2025-09-03 00:33:48,4.4636507
2025-09-03 00:33:51,4.4772873
2025-09-03 00:33:54,4.4872766
2025-09-03 00:33:57,4.4431434
2025-09-03 00:34:00,4.2932415
2025-09-03 00:34:03,4.4320655
2025-09-03 00:34:06,4.405077
2025-09-03 00:34:09,4.32695
2025-09-03 00:34:12,4.423428
2025-09-03 00:34:15,4.4066205
2025-09-03 00:34:18,4.400361
2025-09-03 00:34:21,4.3441834
2025-09-03 00:34:24,4.279342
2025-09-03 00:34:27,4.3183327
2025-09-03 00:34:30,4.3369627
2025-09-03 00:34:33,4.3342633
2025-09-03 00:34:36,4.2925444
2025-09-03 00:34:39,4.3129344
2025-09-03 00:34:42,4.3044677
2025-09-03 00:34:45,4.287852
2025-09-03 00:34:48,4.258211
2025-09-03 00:34:51,4.2958803
2025-09-03 00:34:54,4.2895045
2025-09-03 00:34:57,4.291779
2025-09-03 00:35:00,4.284517
2025-09-03 00:35:03,4.302938
2025-09-03 00:35:06,4.3231006
2025-09-03 00:35:09,4.3469057
2025-09-03 00:35:12,4.381269
2025-09-03 00:35:15,4.392178
2025-09-03 00:35:18,4.394725
2025-09-03 00:35:21,4.3817515
2025-09-03 00:35:24,4.4154105
2025-09-03 00:35:27,4.3877797
2025-09-03 00:35:30,4.3802476
2025-09-03 00:35:33,4.396834
2025-09-03 00:35:36,4.405424
2025-09-03 00:35:39,4.418396
2025-09-03 00:35:42,4.414359
2025-09-03 00:35:45,4.3564653
2025-09-03 00:35:48,4.4022694
2025-09-03 00:35:51,4.4544325
2025-09-03 00:35:54,4.3554196
2025-09-03 00:35:57,4.3706846
2025-09-03 00:36:00,4.2715673
2025-09-03 00:36:03,4.3399568
2025-09-03 00:36:06,4.3804154
2025-09-03 00:36:09,4.336453
2025-09-03 00:36:12,4.3437095
2025-09-03 00:36:15,4.23285
2025-09-03 00:36:18,4.3640738
2025-09-03 00:36:21,4.444755
2025-09-03 00:36:24,4.321257
2025-09-03 00:36:27,4.4234214
2025-09-03 00:36:30,4.419004
2025-09-03 00:36:33,4.3964295
2025-09-03 00:36:36,4.4384723
2025-09-03 00:36:39,4.3933043
2025-09-03 00:36:42,4.409304
2025-09-03 00:36:45,4.4205203
2025-09-03 00:36:48,4.3784623
2025-09-03 00:36:51,4.354093
2025-09-03 00:36:54,4.29282
2025-09-03 00:36:57,4.3450494
2025-09-03 00:37:00,4.332108
2025-09-03 00:37:03,4.2793016
2025-09-03 00:37:06,4.372249
2025-09-03 00:37:09,4.310625
2025-09-03 00:37:12,4.3490424
