time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
37000,2025-09-03 17:17:03,48.1487670779886,11.5721704673454,0,Available with any HD 360 subscription,Available with any HD 360 subscription,1692.870386849,0.656168,0,0,0,8,4,17.119,1692.870386849,0,0,0,0,0,0,198.5, -1.7, -0.1,0,0,364,364,364,1640,-100,-100,-100,93,0,0,0,99,4.282,4.287,4.29,4.286,0,0,1.542,93.11,1692.870386849,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 246. Setting new Maximum Flight Altitude to 500m (1640 ft)"
37100,2025-09-03 17:17:03,48.1487671142378,11.5721704800113,0,,,1692.870386849,0.656168,0,0.0135801185448,0.0135801185448,8,4,17.119,1692.870386849,0,0,0.0135801185448,0,0,0,198, -1.7, -0.1,0,0,606,452,536,1529,-63,-87,-74,77,247.8,-34.6,-39.9,99,4.282,4.287,4.29,4.286,0,0,1.542,93.11,1692.870386849,0,41,Motors_Started,
37200,2025-09-03 17:17:03,48.1487671560855,11.5721704955467,0,,,1692.870386849,0.656168,0,0.0293089248224,0.0293096137988,8,4,17.119,1692.870386849,0,0,0.0293089248224,0,0,0,198.3, -1.7, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,247.5,-34.7,-40,99,4.282,4.287,4.29,4.286,0,0,1.542,93.11,1692.870386849,0,41,Motors_Started,
37300,2025-09-03 17:17:03,48.1487672496771,11.5721704758128,0.328084,,,1693.198470849,0.656168,0,0.062674214604,0.06379265296,8,4,17.119,1693.198470849,0.328084,0,0.062674214604,0,0,0,198.3, -1.7, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,247.6,-34.7,-39.8,99,4.282,4.287,4.29,4.286,0,0,1.542,93.11,1693.198470849,0.328084,41,Motors_Started,
37400,2025-09-03 17:17:04,48.1487673114505,11.5721705243289,0,,,1692.870386849,0.656168,0,0.086300527696,0.089237535664,8,4,17.119,1693.198470849,0.328084,0,0.086300527696,0,0,0,198.5, -1.7, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,247.4,-34.8,-39.9,99,4.282,4.287,4.29,4.286,0,0,1.542,93.11,1692.870386849,0,41,Motors_Started,
37500,2025-09-03 17:17:04,48.1487673264582,11.5721704814878,0,,,1692.870386849,0.328084,0,0.090719491092,0.101016407432,8,4,17.119,1693.198470849,0.328084,0,0.090719491092,0,0,0,198.4, -1.7, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,247.4,-34.7,-39.8,99,4.282,4.287,4.29,4.286,0,0,1.542,93.11,1692.870386849,0,41,Motors_Started,
37600,2025-09-03 17:17:04,48.148767341054,11.5721704400108,0,,,1692.870386849,0.328084,0,0.096209648748,0.11243110596,8,4,17.119,1693.198470849,0.328084,0,0.096209648748,0,0,0,198.4, -1.7, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,247.3,-34.8,-39.9,99,4.282,4.287,4.29,4.286,0,0,1.542,93.11,1692.870386849,0,41,Motors_Started,
37700,2025-09-03 17:17:04,48.1487673659366,11.57217044159,0,,,1692.870386849,0.328084,0,0.10524442594,0.121517720424,8,4,17.119,1693.198470849,0.328084,0,0.10524442594,0,0,0,198.4, -1.7, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,247.3,-34.8,-39.8,99,4.282,4.287,4.29,4.286,0,0,1.542,93.11,1692.870386849,0,41,Motors_Started,
37800,2025-09-03 17:17:04,48.1487674098329,11.5721704769395,0,,,1692.870386849,0.328084,0,0.1210958044,0.139698495284,8,4,17.119,1693.198470849,0.328084,0,0.1210958044,0,0,0,198.4, -1.7, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,247.3,-34.8,-39.6,99,4.282,4.287,4.29,4.286,0,0,1.542,93.11,1692.870386849,0,41,Motors_Started,
37900,2025-09-03 17:17:04,48.1487674643581,11.5721705381214,0,,,1692.870386849,0.328084,0,0.142015752576,0.164549545948,8,4,17.119,1693.198470849,0.328084,0,0.142015752576,0,0,0,198.4, -1.7, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,247.1,-34.9,-39.7,99,4.282,4.287,4.29,4.286,0,0,1.542,93.11,1692.870386849,0,41,Motors_Started,
