time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
318300,2025-09-03 08:29:07,48.1487552828811,11.5721909529768,0,Available with any HD 360 subscription,Available with any HD 360 subscription,1692.9200482679,0.328084,0,0,0,10,4,0,1692.9200482679,0,0,0,0,0,0,118.5, -1.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,25.3,-18.8,12.2,61,3.918,3.922,3.922,3.906,0,0,0,125.51,1692.9200482679,0,41,Motors_Started,
318400,2025-09-03 08:29:07,48.148755341225,11.572191015157,0,,,1692.9200482679,0.328084,0,0.0261196202584,0.0261196202584,10,4,0,1692.9200482679,0,0,0.0261196202584,0,0,0,118.1, -1.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,25.3,-18.7,12.3,61,3.918,3.922,3.922,3.906,0,0,0,125.51,1692.9200482679,0,41,Motors_Started,
318500,2025-09-03 08:29:07,48.1487553617499,11.5721910448705,0,,,1692.9200482679,0.328084,0,0.036447179644,0.036530841064,10,4,0,1692.9200482679,0,0,0.036447179644,0,0,0,118.5, -1.5, -0.3,0,0,385,385,364,1679,-97,-97,-100,99,25.1,-18.7,12.1,61,3.918,3.922,3.922,3.906,0,0,0,125.51,1692.9200482679,0,41,Motors_Started,
318600,2025-09-03 08:29:07,48.1487553205959,11.5721910237125,0,,,1692.9200482679,0.328084,0,0.0220417329888,0.05240485732,10,4,0,1692.9200482679,0,0,0.036447179644,0,0,0,118.4, -1.5, -0.3,0,0,775,639,806,1351,-38,-58,-33,50,25,-18.7,12,61,3.918,3.922,3.922,3.906,0,0,0,125.51,1692.9200482679,0,41,Motors_Started,
318700,2025-09-03 08:29:08,48.1487552439385,11.5721910768642,0,,,1692.9200482679,0.328084,0,0.033336943324,0.083220803188,10,4,0,1692.9200482679,0,0,0.036447179644,0,0,0,118.4, -1.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,25,-18.6,12.1,61,3.918,3.922,3.922,3.906,0,0,0,125.51,1692.9200482679,0,41,Motors_Started,
318800,2025-09-03 08:29:08,48.1487552699024,11.5721910694628,0,,,1692.9200482679,0.328084,0,0.028748524542,0.092863520032,10,4,0,1692.9200482679,0,0,0.036447179644,0,0,0,118.4, -1.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,24.9,-18.6,12.1,61,3.918,3.922,3.922,3.906,0,0,0,125.51,1692.9200482679,0,41,Motors_Started,
318900,2025-09-03 08:29:08,48.1487552884846,11.5721910844405,0,,,1692.9200482679,0.328084,0,0.032067094202,0.100561683008,10,4,0,1692.9200482679,0,0,0.036447179644,0,0,0,118.4, -1.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,24.8,-18.6,11.9,61,3.918,3.922,3.922,3.906,0,0,0,125.51,1692.9200482679,0,41,Motors_Started,
319000,2025-09-03 08:29:08,48.1487552942704,11.5721911368525,0,,,1692.9200482679,0.328084,0,0.044952757344,0.113493441952,10,4,15.604,1692.9200482679,0,0,0.044952757344,0,0,0,118.4, -1.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,24.8,-18.6,11.9,61,3.918,3.922,3.922,3.906,0,0,1.664,125.51,1692.9200482679,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 236. Setting new Maximum Flight Altitude to 150m (492 ft)"
319100,2025-09-03 08:29:08,48.1487552964249,11.5721911596119,0,,,1692.9200482679,0.328084,0,4.7729004152,0.119089242656,10,4,15.604,1692.9200482679,0,0,4.7729004152,0,0,0,118.4, -1.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,24.8,-18.6,11.9,61,3.918,3.922,3.922,3.906,0,0,1.664,125.51,1692.9200482679,0,41,Motors_Started,
319200,2025-09-03 08:29:08,48.1487552531245,11.5721911467386,0,,,1692.9200482679,0.328084,0,4.7880250876,0.1351952143,10,4,15.604,1692.9200482679,0,0,4.7880250876,0,0,0,118.4, -1.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,24.7,-18.5,12,61,3.918,3.922,3.922,3.906,0,0,1.664,125.51,1692.9200482679,0,41,Motors_Started,
319300,2025-09-03 08:29:08,48.1487552478044,11.5721911442942,0,,,1692.9200482679,0.328084,0,4.789862358,0.137225398092,10,4,15.604,1692.9200482679,0,0,4.789862358,0,0,0,118.4, -1.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,24.6,-18.5,11.9,61,3.918,3.922,3.922,3.906,0,0,1.664,125.51,1692.9200482679,0,41,Motors_Started,
319400,2025-09-03 08:29:08,48.1487552411197,11.5721911873597,0,,,1692.9200482679,0.328084,0,4.7938977912,0.147988521796,10,4,15.604,1692.9200482679,0,0,4.7938977912,0,0,0,118.4, -1.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,24.5,-18.4,11.9,61,3.918,3.922,3.922,3.906,0,0,1.664,125.51,1692.9200482679,0,41,Motors_Started,
319500,2025-09-03 08:29:08,48.1487552528949,11.5721912210968,0,,,1692.9200482679,0.328084,0,4.7909450352,0.157256894796,10,4,15.604,1692.9200482679,0,0,4.7938977912,0,0,0,118.4, -1.4, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,24.5,-18.4,11.9,61,3.918,3.922,3.922,3.906,0,0,1.664,125.51,1692.9200482679,0,41,Motors_Started,
319600,2025-09-03 08:29:08,48.1487553530866,11.5721912692539,0,,,1692.9200482679,0.328084,0,4.756725874,0.195645675552,10,4,15.604,1692.9200482679,0,0,4.7938977912,0,0,0,118.4, -1.4, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,24.3,-18.4,11.9,61,3.918,3.922,3.922,3.906,0,0,1.664,125.51,1692.9200482679,0,41,Motors_Started,
319700,2025-09-03 08:29:09,48.1487554025913,11.5721912783146,0,,,1692.9200482679,0.328084,0,4.7392389968,0.213841542276,10,4,15.604,1692.9200482679,0,0,4.7938977912,0,0,0,118.4, -1.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,24.4,-18.3,11.9,61,3.918,3.922,3.922,3.906,0,0,1.664,125.51,1692.9200482679,0,41,Motors_Started,
319800,2025-09-03 08:29:09,48.1487554672063,11.5721912793172,0,,,1692.9200482679,0.328084,0,4.7160106496,0.237417330432,10,4,15.604,1692.9200482679,0,0,4.7938977912,0,0,0,118.4, -1.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,24.2,-18.3,11.8,61,3.918,3.922,3.922,3.906,0,0,1.664,125.51,1692.9200482679,0,10,Assisted_Takeoff,
319900,2025-09-03 08:29:09,48.1487555139182,11.5721912951992,0,,,1692.9200482679,0.328084,0,4.6998361084,0.25489338086,10,4,15.604,1692.9200482679,0,0,4.7938977912,0,0,0,118.4, -1.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,24.1,-18.3,11.8,61,3.918,3.922,3.922,3.906,0,0,1.664,125.51,1692.9200482679,0,10,Assisted_Takeoff,
320000,2025-09-03 08:29:09,48.1487555691583,11.5721913985594,0,,,1692.9200482679,0.328084,0,4.6841865016,0.2871309147,10,4,15.495,1692.9200482679,0,0,4.7938977912,0,0,0,118.4, -1.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,24.1,-18.2,11.8,61,3.918,3.922,3.922,3.906,0,0,1.664,125.51,1692.9200482679,0,10,Assisted_Takeoff,
320100,2025-09-03 08:29:09,48.1487556061109,11.5721914565295,0,,,1692.9200482679,0.328084,0,4.6733269212,0.306647647608,10,4,15.495,1692.9200482679,0,0,4.7938977912,0,0,0,118.4, -1.4, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,24,-18.2,11.8,61,3.918,3.922,3.922,3.906,0,0,1.664,125.51,1692.9200482679,0,10,Assisted_Takeoff,
320200,2025-09-03 08:29:09,48.148755701598,11.5721915262879,0,,,1692.9200482679,0.328084,0,4.6420277076,0.34540355436,10,4,15.495,1692.9200482679,0,0,4.7938977912,0,0,0,118.4, -1.4, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,23.9,-18.2,11.8,61,3.918,3.922,3.922,3.906,0,0,1.664,125.51,1692.9200482679,0,10,Assisted_Takeoff,
320300,2025-09-03 08:29:09,48.1487557728587,11.5721915655963,0,,,1692.9200482679,0.328084,0,4.6181760008,0.37310696732,10,4,15.495,1692.9200482679,0,0,4.7938977912,0,0,0,118.4, -1.5, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,23.9,-18.2,11.8,61,3.918,3.922,3.922,3.906,0,0,1.664,125.51,1692.9200482679,0,10,Assisted_Takeoff,
320400,2025-09-03 08:29:09,48.1487558322839,11.5721914468113,0,,,1692.9200482679,0.328084,0,4.5916668136,0.40924870076,10,4,15.495,1692.9200482679,0,0,4.7938977912,0,0,0,118.4, -1.5, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,23.9,-18.2,11.8,61,3.918,3.922,3.922,3.906,0,0,1.664,125.51,1692.9200482679,0,10,Assisted_Takeoff,
